"x","y",".sample"
0,-1.16275008462964,1
1.05263157894737,1.34644539980482,1
2.10526315789474,2.85908460733473,1
3.15789473684211,4.17031557616481,1
4.21052631578947,7.07150647701093,1
5.26315789473684,12.6499297005155,1
6.31578947368421,11.2626203863717,1
7.36842105263158,10.3687680875642,1
8.42105263157895,23.7161420022539,1
9.47368421052632,23.8811326838054,1
10.5263157894737,18.2282003573844,1
11.5789473684211,28.723177989348,1
12.6315789473684,35.6557006734535,1
13.6842105263158,26.4212242240022,1
14.7368421052632,55.0097679547013,1
15.7894736842105,93.7063879164493,1
16.8421052631579,67.4080259140158,1
17.8947368421053,69.370041086944,1
18.9473684210526,65.2043229590972,1
20,74.6507250351729,1
0,-0.531149186353865,2
1.05263157894737,4.57253184957013,2
2.10526315789474,3.41221522456651,2
3.15789473684211,8.87060638946232,2
4.21052631578947,3.70900246786954,2
5.26315789473684,11.545269057937,2
6.31578947368421,11.0272457790126,2
7.36842105263158,18.258488957441,2
8.42105263157895,24.7842102125323,2
9.47368421052632,17.7442611365971,2
10.5263157894737,18.3610321824022,2
11.5789473684211,22.3114754890646,2
12.6315789473684,28.2175986904354,2
13.6842105263158,38.1598906330892,2
14.7368421052632,59.5965902972343,2
15.7894736842105,45.9191115389238,2
16.8421052631579,66.4826855953433,2
17.8947368421053,61.0203263184776,2
18.9473684210526,87.5734397398986,2
20,104.92380495836,2
0,3.04858813951941,3
1.05263157894737,2.34981529339804,3
2.10526315789474,2.0628420147707,3
3.15789473684211,5.88302895335763,3
4.21052631578947,3.40890767197147,3
5.26315789473684,10.512881555542,3
6.31578947368421,10.6880691669108,3
7.36842105263158,13.3300381674244,3
8.42105263157895,12.9099472402553,3
9.47368421052632,25.1741867151084,3
10.5263157894737,29.1273643065978,3
11.5789473684211,23.6761509513904,3
12.6315789473684,30.5222305225456,3
13.6842105263158,44.0373352837318,3
14.7368421052632,36.0861406273838,3
15.7894736842105,51.6285615201215,3
16.8421052631579,59.3825412719835,3
17.8947368421053,73.7258734378305,3
18.9473684210526,79.4093124918198,3
20,116.367195179906,3
0,2.1059261499248,4
1.05263157894737,2.29459898307411,4
2.10526315789474,3.0317989516044,4
3.15789473684211,2.0319456360649,4
4.21052631578947,6.09305206245475,4
5.26315789473684,9.20150792116221,4
6.31578947368421,10.9934508265004,4
7.36842105263158,10.8982026569108,4
8.42105263157895,15.4717127608878,4
9.47368421052632,22.1656108052104,4
10.5263157894737,18.6325956911857,4
11.5789473684211,20.4390138299101,4
12.6315789473684,22.3433941860043,4
13.6842105263158,30.665698672665,4
14.7368421052632,29.6143159540569,4
15.7894736842105,90.2395600864593,4
16.8421052631579,82.2923886745725,4
17.8947368421053,73.7280518821512,4
18.9473684210526,85.3116461234026,4
20,75.3543302622018,4
0,-0.306687052919447,5
1.05263157894737,0.192791014521181,5
2.10526315789474,5.75720430867494,5
3.15789473684211,1.50595813152334,5
4.21052631578947,6.38298036794528,5
5.26315789473684,6.80226218779119,5
6.31578947368421,14.3581440668444,5
7.36842105263158,18.9328190629062,5
8.42105263157895,17.0683929576338,5
9.47368421052632,29.0913226205409,5
10.5263157894737,27.0071509092367,5
11.5789473684211,35.3199281340323,5
12.6315789473684,27.103596208175,5
13.6842105263158,35.3138315124831,5
14.7368421052632,43.3943357597607,5
15.7894736842105,58.5012105035606,5
16.8421052631579,50.294363922646,5
17.8947368421053,72.7383668149093,5
18.9473684210526,115.345619162958,5
20,108.398040993442,5
0,0.480541128560072,6
1.05263157894737,2.88936494151983,6
2.10526315789474,2.71045105428501,6
3.15789473684211,3.90621347016486,6
4.21052631578947,7.49052258870827,6
5.26315789473684,7.53846365698317,6
6.31578947368421,11.861054270279,6
7.36842105263158,16.5782531845774,6
8.42105263157895,12.2146121471903,6
9.47368421052632,18.6420756838529,6
10.5263157894737,27.5033511481655,6
11.5789473684211,27.8034733305283,6
12.6315789473684,38.3570866694021,6
13.6842105263158,37.6397241058649,6
14.7368421052632,44.5790802789227,6
15.7894736842105,39.4751187352721,6
16.8421052631579,50.2969678591298,6
17.8947368421053,87.9380233341199,6
18.9473684210526,82.1006799804321,6
20,111.767506776676,6
0,-0.608735558725334,7
1.05263157894737,1.84029169699921,7
2.10526315789474,3.59837501396045,7
3.15789473684211,6.18579245918165,7
4.21052631578947,5.924266620996,7
5.26315789473684,8.61266532131436,7
6.31578947368421,9.92614378257848,7
7.36842105263158,19.1704827009711,7
8.42105263157895,13.8569572930688,7
9.47368421052632,21.8775964687998,7
10.5263157894737,22.3191142595383,7
11.5789473684211,32.7291581439086,7
12.6315789473684,31.5005562944832,7
13.6842105263158,48.5121392445009,7
14.7368421052632,57.4998129120435,7
15.7894736842105,53.2192519646303,7
16.8421052631579,70.3695778556374,7
17.8947368421053,75.1717253472555,7
18.9473684210526,66.3399890121793,7
20,111.398117525067,7
0,0.946278007099733,8
1.05263157894737,0.58530260813192,8
2.10526315789474,2.59385654679463,8
3.15789473684211,5.29739241041081,8
4.21052631578947,5.96695681968463,8
5.26315789473684,7.60477841374657,8
6.31578947368421,12.9687257746928,8
7.36842105263158,10.5849904409704,8
