"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
1,20,"linear","target-E-Lv_null-E-Hv_r0",1,15,"plots/svg/0a0bf6a37f408722637470bb56b7b42c.svg","emily-log-1",102,"7b1418bcc714f3ac6d3f2bc2c54e0dda"
2,20,"log","target-E-Lv_null-E-Hv_r0",1,15,"plots/svg/8204e5f502e47f8a14574052aae9d508.svg","emily-log-1",202,"7b1418bcc714f3ac6d3f2bc2c54e0dda"
3,20,"linear","target-E-Lv_null-E-Hv_r0",1,2,"plots/svg/10b95612a3a2cb215d23a6e44ef48529.svg","emily-log-1",102,"7e5179d8838bfb99429d00014da968cb"
4,20,"log","target-E-Lv_null-E-Hv_r0",1,2,"plots/svg/843688872237ee563def355543ce4ce8.svg","emily-log-1",202,"7e5179d8838bfb99429d00014da968cb"
5,20,"linear","target-E-Lv_null-E-Hv_r0",1,13,"plots/svg/6923b972e13c4383fa571612671462f6.svg","emily-log-1",102,"c07b419b602caee57b8920441c85f2a3"
6,20,"log","target-E-Lv_null-E-Hv_r0",1,13,"plots/svg/2b595ea19acd19809ebeca4c2ed4c425.svg","emily-log-1",202,"c07b419b602caee57b8920441c85f2a3"
7,20,"linear","target-E-Lv_null-M-Lv_r0",1,18,"plots/svg/ab128499d6d4f51c306118801f932684.svg","emily-log-1",103,"240713feff45bcc2c335f09994da121e"
8,20,"log","target-E-Lv_null-M-Lv_r0",1,18,"plots/svg/869339251c6d88ae80ac3e64338be011.svg","emily-log-1",203,"240713feff45bcc2c335f09994da121e"
9,20,"linear","target-E-Lv_null-M-Lv_r0",1,14,"plots/svg/5a2bae8e2935e685be4cd7de69865830.svg","emily-log-1",103,"7f5b72fea41a4301afd9af9d0870243d"
10,20,"log","target-E-Lv_null-M-Lv_r0",1,14,"plots/svg/c8f3f86a661bfc1a5c883a751e38974d.svg","emily-log-1",203,"7f5b72fea41a4301afd9af9d0870243d"
11,20,"linear","target-E-Lv_null-M-Lv_r0",1,7,"plots/svg/90633acf57e3c23b47867b9dd963e7d4.svg","emily-log-1",103,"f396d60625922a51eaae8564ab9b8acb"
12,20,"log","target-E-Lv_null-M-Lv_r0",1,7,"plots/svg/5517ea5a69d9a0fffa0b0784023d7548.svg","emily-log-1",203,"f396d60625922a51eaae8564ab9b8acb"
13,20,"linear","target-E-Lv_null-H-Lv_r0",1,9,"plots/svg/bf13becce3dca3a703a8d62d646e42eb.svg","emily-log-1",105,"a5d3df1b0be0cde0a4b63fe2db8cc2b9"
14,20,"log","target-E-Lv_null-H-Lv_r0",1,9,"plots/svg/bab9013cce32c6ed3580b2b4b53bb085.svg","emily-log-1",205,"a5d3df1b0be0cde0a4b63fe2db8cc2b9"
15,20,"linear","target-E-Lv_null-H-Lv_r0",1,2,"plots/svg/4f3f52498bdb2f783b9cb3d18e3d3975.svg","emily-log-1",105,"9315c1f58ab1e2fb7bc2b3be2a40784b"
16,20,"log","target-E-Lv_null-H-Lv_r0",1,2,"plots/svg/37b218afd388f9ed199fdde42b0fc398.svg","emily-log-1",205,"9315c1f58ab1e2fb7bc2b3be2a40784b"
17,20,"linear","target-E-Lv_null-H-Lv_r0",1,10,"plots/svg/b05a5e4abfa82449722f610cb9cf357c.svg","emily-log-1",105,"986411fd226cb9a020874699137e5daf"
18,20,"log","target-E-Lv_null-H-Lv_r0",1,10,"plots/svg/89afb47afa0e3533a8488eea12e186b3.svg","emily-log-1",205,"986411fd226cb9a020874699137e5daf"
19,20,"linear","target-E-Hv_null-E-Lv_r0",1,14,"plots/svg/86accdd13fcd787d08140fc89a18e121.svg","emily-log-1",107,"48b2b7265480c102266cc16a64eda839"
20,20,"log","target-E-Hv_null-E-Lv_r0",1,14,"plots/svg/32269ec468de1a204093f42d329a7fe6.svg","emily-log-1",207,"48b2b7265480c102266cc16a64eda839"
21,20,"linear","target-E-Hv_null-E-Lv_r0",1,14,"plots/svg/be90092020b82cfe560194b08fbf95cc.svg","emily-log-1",107,"49d417024c71b82e7029819f019d852c"
22,20,"log","target-E-Hv_null-E-Lv_r0",1,14,"plots/svg/2760d99b4be524f9ec22e53949cbe998.svg","emily-log-1",207,"49d417024c71b82e7029819f019d852c"
23,20,"linear","target-E-Hv_null-E-Lv_r0",1,20,"plots/svg/79d5f84e06c7947ef8e5a7c8d9bf1f83.svg","emily-log-1",107,"d2f8f7904a1adc1b767884b485b0302f"
24,20,"log","target-E-Hv_null-E-Lv_r0",1,20,"plots/svg/f132751cc89f543b3d457ae4e8fc6326.svg","emily-log-1",207,"d2f8f7904a1adc1b767884b485b0302f"
25,20,"linear","target-E-Hv_null-M-Hv_r0",1,8,"plots/svg/841acfe3070712237c496fa62e8af8cf.svg","emily-log-1",110,"ba4c46230dc2b4d6788d498105c4d383"
26,20,"log","target-E-Hv_null-M-Hv_r0",1,8,"plots/svg/33834def0d4029a81a3671cfa83819e5.svg","emily-log-1",210,"ba4c46230dc2b4d6788d498105c4d383"
