pic_id,sample_size,test_param,param_value,p_value,obs_plot_location,pic_name,experiment,difficulty,data_name
1,20,linear,target-E-Lv_null-E-Hv_r0,1,15,plots/svg/439e144f27f96e5116d030cc602bd494.svg,emily-log-1,102,158a6bd46f17b25913ba3d12586b2793
2,20,log,target-E-Lv_null-E-Hv_r0,1,15,plots/svg/c97417734826f1cc40354962f199b73b.svg,emily-log-1,202,158a6bd46f17b25913ba3d12586b2793
3,20,linear,target-E-Lv_null-E-Hv_r0,1,2,plots/svg/bbb8a1edeba458adf4d8cd18e93fdd2f.svg,emily-log-1,102,fb64962fc4dd83030b8065e97469d74a
4,20,log,target-E-Lv_null-E-Hv_r0,1,2,plots/svg/72b62092797bb660e3225b6a4f1be9f4.svg,emily-log-1,202,fb64962fc4dd83030b8065e97469d74a
5,20,linear,target-E-Lv_null-E-Hv_r0,1,13,plots/svg/4ccaa764759a53d9faf01cb6874bbe2d.svg,emily-log-1,102,d0edd803caec1d522ce9c4e985027ddd
6,20,log,target-E-Lv_null-E-Hv_r0,1,13,plots/svg/6c4c82e0face71d97697e2c94c1c7cb8.svg,emily-log-1,202,d0edd803caec1d522ce9c4e985027ddd
7,20,linear,target-E-Lv_null-M-Lv_r0,1,18,plots/svg/03e823ab7a62d176cbcf53d23511eeb5.svg,emily-log-1,103,4457a02af4ffbce848ef11d6b1927f6c
8,20,log,target-E-Lv_null-M-Lv_r0,1,18,plots/svg/3edad28bf8643d4b0d0c34fe9774d35d.svg,emily-log-1,203,4457a02af4ffbce848ef11d6b1927f6c
9,20,linear,target-E-Lv_null-M-Lv_r0,1,14,plots/svg/1f14e72068da997b7fe951d07195e62a.svg,emily-log-1,103,e93a31c5f55e74de1332734c0499bb3c
10,20,log,target-E-Lv_null-M-Lv_r0,1,14,plots/svg/d21ed5b4b3322b8e4b2a17b91f91613b.svg,emily-log-1,203,e93a31c5f55e74de1332734c0499bb3c
11,20,linear,target-E-Lv_null-M-Lv_r0,1,7,plots/svg/5c8da1ecf603074c16780a2cde6c37ac.svg,emily-log-1,103,32b6d079bf9e188f2e5a579a46b281fb
12,20,log,target-E-Lv_null-M-Lv_r0,1,7,plots/svg/3dc248aeeb84545f8db43303d3effbfd.svg,emily-log-1,203,32b6d079bf9e188f2e5a579a46b281fb
13,20,linear,target-E-Lv_null-H-Lv_r0,1,9,plots/svg/9fe5212dbbb886c94653275190d4d634.svg,emily-log-1,105,e4c61132594594951c12003d7485ac87
14,20,log,target-E-Lv_null-H-Lv_r0,1,9,plots/svg/89b1030afd6e4cde3f17a11606354aae.svg,emily-log-1,205,e4c61132594594951c12003d7485ac87
15,20,linear,target-E-Lv_null-H-Lv_r0,1,2,plots/svg/3bc354328c306fa5c2ba71b14f87f33f.svg,emily-log-1,105,a38f231a62d3639a9f9bac1b1e3c026d
16,20,log,target-E-Lv_null-H-Lv_r0,1,2,plots/svg/0c34bd5aad147f4ec218166fe165fbe9.svg,emily-log-1,205,a38f231a62d3639a9f9bac1b1e3c026d
17,20,linear,target-E-Lv_null-H-Lv_r0,1,10,plots/svg/afed7cbe46a0a56bf0baf2ee8445e9ed.svg,emily-log-1,105,adc284345cb4eeff2e58d26973f7cd1a
18,20,log,target-E-Lv_null-H-Lv_r0,1,10,plots/svg/26f8a23e120d898fa704b2be5f0b4a94.svg,emily-log-1,205,adc284345cb4eeff2e58d26973f7cd1a
19,20,linear,target-E-Hv_null-E-Lv_r0,1,14,plots/svg/c432a918555415e29edc2aef72ad2cef.svg,emily-log-1,107,bb4ce76f0606010d5565f2377809fba8
20,20,log,target-E-Hv_null-E-Lv_r0,1,14,plots/svg/1bfe93a0bba35b5e93904f043c46719d.svg,emily-log-1,207,bb4ce76f0606010d5565f2377809fba8
21,20,linear,target-E-Hv_null-E-Lv_r0,1,14,plots/svg/c6544699564c1618963d5f831941b113.svg,emily-log-1,107,0fae8f6c3ded26aed8366c6453988d3e
22,20,log,target-E-Hv_null-E-Lv_r0,1,14,plots/svg/0559349427c300c94ab1bc83e5f33a0c.svg,emily-log-1,207,0fae8f6c3ded26aed8366c6453988d3e
23,20,linear,target-E-Hv_null-E-Lv_r0,1,20,plots/svg/78986807838f3021b21cfffa2c002da4.svg,emily-log-1,107,acb1d5c9c0e8d69983b82d25f7c174f0
24,20,log,target-E-Hv_null-E-Lv_r0,1,20,plots/svg/73d97279593b0f644d8861e72b82bdf3.svg,emily-log-1,207,acb1d5c9c0e8d69983b82d25f7c174f0
25,20,linear,target-E-Hv_null-M-Hv_r0,1,8,plots/svg/be04a1936ac740685eb73485103e674f.svg,emily-log-1,110,3d92ee206d7edce9663a37aca403f7eb
26,20,log,target-E-Hv_null-M-Hv_r0,1,8,plots/svg/c5b336852371241836120d7ab96271e9.svg,emily-log-1,210,3d92ee206d7edce9663a37aca403f7eb
27,20,linear,target-E-Hv_null-M-Hv_r0,1,1,plots/svg/3d3bc7e3b5f8d1f38c9f3c9eeb0f0e57.svg,emily-log-1,110,08794f16b5a700c8b57dee728263d70a
28,20,log,target-E-Hv_null-M-Hv_r0,1,1,plots/svg/0bc196158bdf26d5f934db11ef15b8cb.svg,emily-log-1,210,08794f16b5a700c8b57dee728263d70a
29,20,linear,target-E-Hv_null-M-Hv_r0,1,2,plots/svg/d1741ee9662b38f267849eb63cd2c88b.svg,emily-log-1,110,921220b6bd8ec87fa5d8d8d48a7f9122
30,20,log,target-E-Hv_null-M-Hv_r0,1,2,plots/svg/f4ab6e6573ddf04263cef8ba57063dcb.svg,emily-log-1,210,921220b6bd8ec87fa5d8d8d48a7f9122
31,20,linear,target-E-Hv_null-H-Hv_r0,1,7,plots/svg/c848e087cd948b492fc518cf93f62e72.svg,emily-log-1,112,c063c143913a7fbfbe3d4c1b5f8ac734
32,20,log,target-E-Hv_null-H-Hv_r0,1,7,plots/svg/69f4ab60a2dbd1216931ec3e2c1767fe.svg,emily-log-1,212,c063c143913a7fbfbe3d4c1b5f8ac734
33,20,linear,target-E-Hv_null-H-Hv_r0,1,9,plots/svg/b9be45f3212f4192c6ea15d7829a35e1.svg,emily-log-1,112,a687b331e27c7119c672e86fe0446c02
34,20,log,target-E-Hv_null-H-Hv_r0,1,9,plots/svg/1a5c32f530c77222d47afa7c23498812.svg,emily-log-1,212,a687b331e27c7119c672e86fe0446c02
35,20,linear,target-E-Hv_null-H-Hv_r0,1,10,plots/svg/6a3fa9d2d8937c2b7d9f3c88ce8b3833.svg,emily-log-1,112,3a8e5a7b7a3098428c9ce5cb289a9dd6
36,20,log,target-E-Hv_null-H-Hv_r0,1,10,plots/svg/06e24362747c8bfcfc61100e4cbcfea9.svg,emily-log-1,212,3a8e5a7b7a3098428c9ce5cb289a9dd6
37,20,linear,target-M-Lv_null-E-Lv_r0,1,1,plots/svg/88e73acf1b3b798471c5f463d5f28683.svg,emily-log-1,113,71ce4fdc82375e7636a85ac3c080334d
38,20,log,target-M-Lv_null-E-Lv_r0,1,1,plots/svg/c03925792e1bea0b9f2a78d1b459ed44.svg,emily-log-1,213,71ce4fdc82375e7636a85ac3c080334d
39,20,linear,target-M-Lv_null-E-Lv_r0,1,19,plots/svg/21556e0449b0fc50780f35b7d6a364f7.svg,emily-log-1,113,145549b4452813b5bac289e35b82f32f
40,20,log,target-M-Lv_null-E-Lv_r0,1,19,plots/svg/68abc9a5fa752fdaf02fefd6a3f286ee.svg,emily-log-1,213,145549b4452813b5bac289e35b82f32f
41,20,linear,target-M-Lv_null-E-Lv_r0,1,9,plots/svg/bf0d6ac0d0e803eceff605607db0588c.svg,emily-log-1,113,7bc07dee5b3a9a6613db18239668bfaf
42,20,log,target-M-Lv_null-E-Lv_r0,1,9,plots/svg/f4e7f59d48bab4e4d51508f901ff03ef.svg,emily-log-1,213,7bc07dee5b3a9a6613db18239668bfaf
43,20,linear,target-M-Lv_null-M-Hv_r0,1,9,plots/svg/8d43fbce30b7e4fe420728e9fd0d3168.svg,emily-log-1,116,8f292a676c868ad57966a55f7068924b
44,20,log,target-M-Lv_null-M-Hv_r0,1,9,plots/svg/cacb734555dbbc6a412459bc8a6fc8e1.svg,emily-log-1,216,8f292a676c868ad57966a55f7068924b
45,20,linear,target-M-Lv_null-M-Hv_r0,1,1,plots/svg/368083386a581189d2032dde03e5940c.svg,emily-log-1,116,b0bfa0750d482d6d76effd848d0db383
46,20,log,target-M-Lv_null-M-Hv_r0,1,1,plots/svg/8e523751b9921bcb706ea08a65d39e29.svg,emily-log-1,216,b0bfa0750d482d6d76effd848d0db383
47,20,linear,target-M-Lv_null-M-Hv_r0,1,20,plots/svg/0296f0a3beaeb21e950e527a53d08c9e.svg,emily-log-1,116,291cb0f54ec50b089e1760c32e99f9c2
48,20,log,target-M-Lv_null-M-Hv_r0,1,20,plots/svg/4fa2a2c4b79deb0840b0dba163227999.svg,emily-log-1,216,291cb0f54ec50b089e1760c32e99f9c2
