"","x","y",".sample"
"1",0,1.68231853569679,1
"2",0.689655172413793,1.46827474534947,1
"3",1.37931034482759,2.73897785811694,1
"4",2.06896551724138,2.47411862056712,1
"5",2.75862068965517,5.08361639291031,1
"6",3.44827586206897,4.61864015252927,1
"7",4.13793103448276,3.43890506987387,1
"8",4.82758620689655,7.30647768379027,1
"9",5.51724137931035,11.3743965823265,1
"10",6.20689655172414,8.2831701864029,1
"11",6.89655172413793,10.8186303498957,1
"12",7.58620689655172,13.883939971057,1
"13",8.27586206896552,12.2996826307772,1
"14",8.96551724137931,15.3016820660536,1
"15",9.6551724137931,14.9449711166728,1
"16",10.3448275862069,21.2621394878868,1
"17",11.0344827586207,31.176028611538,1
"18",11.7241379310345,23.3449264962825,1
"19",12.4137931034483,32.2324412367509,1
"20",13.1034482758621,22.1537320270177,1
"21",13.7931034482759,36.3204905901398,1
"22",14.4827586206897,41.5752725491395,1
"23",15.1724137931034,36.4121745281506,1
"24",15.8620689655172,52.7275932677209,1
"25",16.551724137931,50.009729109653,1
"26",17.2413793103448,65.1339466832023,1
"27",17.9310344827586,54.9369306118638,1
"28",18.6206896551724,63.4183113858618,1
"29",19.3103448275862,108.005799131477,1
"30",20,92.5636356103968,1
"31",0,0.484450715846685,2
"32",0.689655172413793,0.588951164112442,2
"33",1.37931034482759,1.56902527867826,2
"34",2.06896551724138,5.27905789091638,2
"35",2.75862068965517,5.35157862660825,2
"36",3.44827586206897,5.2554556953848,2
"37",4.13793103448276,6.48929353455173,2
"38",4.82758620689655,4.97841258744838,2
"39",5.51724137931035,8.84353336104247,2
"40",6.20689655172414,9.60003443016666,2
"41",6.89655172413793,11.553600267295,2
"42",7.58620689655172,11.5850738286914,2
"43",8.27586206896552,15.2513877132327,2
"44",8.96551724137931,14.1360735488083,2
"45",9.6551724137931,17.6813452599517,2
"46",10.3448275862069,14.3594743609439,2
"47",11.0344827586207,33.3138755871566,2
"48",11.7241379310345,19.1194613196193,2
"49",12.4137931034483,23.9432363112304,2
"50",13.1034482758621,29.1687989717047,2
"51",13.7931034482759,39.7679131910519,2
"52",14.4827586206897,39.8842772298694,2
"53",15.1724137931034,48.6139807256565,2
"54",15.8620689655172,43.2520355455481,2
"55",16.551724137931,55.7445485461185,2
"56",17.2413793103448,59.0448754101649,2
"57",17.9310344827586,58.8395555614775,2
"58",18.6206896551724,79.5988545721188,2
"59",19.3103448275862,77.9743244648122,2
"60",20,85.7383806768132,2
"61",0,0.858638565920715,3
"62",0.689655172413793,0.833608170600881,3
"63",1.37931034482759,2.89478614518494,3
"64",2.06896551724138,2.69534351035833,3
"65",2.75862068965517,4.00548321941394,3
"66",3.44827586206897,3.67625543735594,3
"67",4.13793103448276,6.15018617427773,3
"68",4.82758620689655,5.19582139029817,3
