"","x","y",".sample"
"1",0,0.774183182846096,1
"2",0.689655172413793,2.38714654259056,1
"3",1.37931034482759,2.88395108721811,1
"4",2.06896551724138,3.52493610608685,1
"5",2.75862068965517,2.70421983829287,1
"6",3.44827586206897,6.33120187118811,1
"7",4.13793103448276,6.20086059240268,1
"8",4.82758620689655,7.01029461876376,1
"9",5.51724137931035,8.97507119914752,1
"10",6.20689655172414,7.47403794558031,1
"11",6.89655172413793,9.0371340819082,1
"12",7.58620689655172,12.8429228717273,1
"13",8.27586206896552,15.6161445151993,1
"14",8.96551724137931,13.9426823579222,1
"15",9.6551724137931,20.5348471566596,1
"16",10.3448275862069,16.2695806634778,1
"17",11.0344827586207,24.6766891593827,1
"18",11.7241379310345,27.1181730849533,1
"19",12.4137931034483,47.3798833178223,1
"20",13.1034482758621,32.7420205822151,1
"21",13.7931034482759,42.7690691582627,1
"22",14.4827586206897,35.9296252224208,1
"23",15.1724137931034,42.2057050461498,1
"24",15.8620689655172,41.7227207561583,1
"25",16.551724137931,68.2462064315133,1
"26",17.2413793103448,68.3885107837782,1
"27",17.9310344827586,77.6511001304919,1
"28",18.6206896551724,69.1569112981438,1
"29",19.3103448275862,97.0897182043612,1
"30",20,93.907487274159,1
"31",0,1.93591195782571,2
"32",0.689655172413793,0.911772506380856,2
"33",1.37931034482759,2.64398686529999,2
"34",2.06896551724138,4.37512655828021,2
"35",2.75862068965517,1.74401516839334,2
"36",3.44827586206897,5.23203047627761,2
"37",4.13793103448276,5.42126440455758,2
"38",4.82758620689655,6.56531034409721,2
"39",5.51724137931035,7.53553666830942,2
"40",6.20689655172414,7.64784091305144,2
"41",6.89655172413793,10.3684237625467,2
"42",7.58620689655172,10.6468561526948,2
"43",8.27586206896552,17.2515772034543,2
"44",8.96551724137931,13.2476012858099,2
"45",9.6551724137931,17.7426686236448,2
"46",10.3448275862069,20.755282745723,2
"47",11.0344827586207,24.8063963591153,2
"48",11.7241379310345,28.3418830491162,2
"49",12.4137931034483,23.9136147606039,2
"50",13.1034482758621,37.3388252590008,2
"51",13.7931034482759,35.8277026647038,2
"52",14.4827586206897,42.4465688676482,2
"53",15.1724137931034,66.2367218298464,2
"54",15.8620689655172,51.3897487666764,2
"55",16.551724137931,65.8617562735903,2
"56",17.2413793103448,84.2055702874672,2
"57",17.9310344827586,68.7888114969303,2
"58",18.6206896551724,62.6981810781421,2
"59",19.3103448275862,101.462919092872,2
"60",20,87.8080200575811,2
"61",0,0.758543228230078,3
"62",0.689655172413793,1.45891541175927,3
"63",1.37931034482759,1.7354480482134,3
