"","x","y",".sample"
"1",0,0.579108385823328,1
"2",0.689655172413793,2.60897583413032,1
"3",1.37931034482759,1.74556416749896,1
"4",2.06896551724138,3.46960978452646,1
"5",2.75862068965517,4.81620684707745,1
"6",3.44827586206897,4.16276195713556,1
"7",4.13793103448276,3.18954467084241,1
"8",4.82758620689655,6.00409066899744,1
"9",5.51724137931035,6.81455358330482,1
"10",6.20689655172414,10.3641439222465,1
"11",6.89655172413793,8.70149559653192,1
"12",7.58620689655172,10.4044539647149,1
"13",8.27586206896552,14.1969001597611,1
"14",8.96551724137931,11.6457462816207,1
"15",9.6551724137931,13.2207580739799,1
"16",10.3448275862069,19.7784669128091,1
"17",11.0344827586207,22.8658162008914,1
"18",11.7241379310345,26.0905677913576,1
"19",12.4137931034483,32.6957311434486,1
"20",13.1034482758621,28.2438807227896,1
"21",13.7931034482759,40.777556810652,1
"22",14.4827586206897,37.519168282237,1
"23",15.1724137931034,45.0775998755676,1
"24",15.8620689655172,57.2650756726539,1
"25",16.551724137931,62.3186483684836,1
"26",17.2413793103448,67.7783789625569,1
"27",17.9310344827586,88.3494292674977,1
"28",18.6206896551724,83.8660911412185,1
"29",19.3103448275862,79.1694117381678,1
"30",20,102.24881364553,1
"31",0,0.242224068445108,2
"32",0.689655172413793,2.17101607285667,2
"33",1.37931034482759,2.05371791198969,2
"34",2.06896551724138,2.34051190973969,2
"35",2.75862068965517,4.36976978893723,2
"36",3.44827586206897,4.39471214650266,2
"37",4.13793103448276,6.25422944527089,2
"38",4.82758620689655,7.08939899162501,2
"39",5.51724137931035,6.4414003697412,2
"40",6.20689655172414,11.1744194816472,2
"41",6.89655172413793,9.03994120122969,2
"42",7.58620689655172,10.7559129085048,2
"43",8.27586206896552,11.902480327586,2
"44",8.96551724137931,19.9718522218439,2
"45",9.6551724137931,18.7369882760404,2
"46",10.3448275862069,23.2535686834605,2
"47",11.0344827586207,22.0978713059246,2
"48",11.7241379310345,26.7858553961898,2
"49",12.4137931034483,23.013828030387,2
"50",13.1034482758621,35.5636279638812,2
"51",13.7931034482759,30.1940301376256,2
"52",14.4827586206897,38.5368295388321,2
"53",15.1724137931034,49.1046101444979,2
"54",15.8620689655172,40.1093699901486,2
"55",16.551724137931,57.2516548972963,2
"56",17.2413793103448,61.3195224620029,2
"57",17.9310344827586,79.1453162028907,2
"58",18.6206896551724,80.2111145559178,2
"59",19.3103448275862,86.8713677879728,2
