"","x","y",".sample"
"1",0,0.670080242305866,1
"2",0.689655172413793,2.59194222305261,1
"3",1.37931034482759,1.79124892560983,1
"4",2.06896551724138,4.56479786055788,1
"5",2.75862068965517,1.61069076244682,1
"6",3.44827586206897,6.96091275612416,1
"7",4.13793103448276,5.95075470107167,1
"8",4.82758620689655,6.4724379934002,1
"9",5.51724137931035,7.11596607822972,1
"10",6.20689655172414,8.42185647928675,1
"11",6.89655172413793,19.0609654076581,1
"12",7.58620689655172,13.7264125293137,1
"13",8.27586206896552,17.418482159593,1
"14",8.96551724137931,15.5007025502867,1
"15",9.6551724137931,15.7362897580096,1
"16",10.3448275862069,18.7695304168652,1
"17",11.0344827586207,20.4471313192115,1
"18",11.7241379310345,21.9757784263324,1
"19",12.4137931034483,37.6891420383304,1
"20",13.1034482758621,29.3956730403737,1
"21",13.7931034482759,37.8860478938171,1
"22",14.4827586206897,49.2878918950144,1
"23",15.1724137931034,60.7539436949856,1
"24",15.8620689655172,62.3303067397164,1
"25",16.551724137931,57.1027386032044,1
"26",17.2413793103448,71.6349335842863,1
"27",17.9310344827586,59.5983771746102,1
"28",18.6206896551724,71.6146602032258,1
"29",19.3103448275862,79.2294366766534,1
"30",20,111.424570051177,1
"31",0,1.27191899268116,2
"32",0.689655172413793,3.43951312477208,2
"33",1.37931034482759,2.25790740219297,2
"34",2.06896551724138,3.00546544434889,2
"35",2.75862068965517,4.8096705305891,2
"36",3.44827586206897,5.27039035341429,2
"37",4.13793103448276,4.84117215271338,2
"38",4.82758620689655,7.02061450830195,2
"39",5.51724137931035,8.32889206730223,2
"40",6.20689655172414,7.72530564804823,2
"41",6.89655172413793,10.3676361437781,2
"42",7.58620689655172,6.71120385975902,2
"43",8.27586206896552,13.5361851474666,2
"44",8.96551724137931,13.612469655521,2
"45",9.6551724137931,14.3662164673696,2
"46",10.3448275862069,15.9828775657534,2
"47",11.0344827586207,23.0397014579205,2
"48",11.7241379310345,22.4098545520791,2
"49",12.4137931034483,24.4510261830122,2
"50",13.1034482758621,35.6310184129778,2
"51",13.7931034482759,53.573260763803,2
"52",14.4827586206897,46.4724704932621,2
"53",15.1724137931034,47.934839685273,2
"54",15.8620689655172,65.8828459424273,2
"55",16.551724137931,46.704129155608,2
"56",17.2413793103448,67.6057655929329,2
"57",17.9310344827586,67.4536395303342,2
"58",18.6206896551724,68.7793971023469,2
"59",19.3103448275862,80.5704363166414,2
"60",20,88.4653588159513,2
"61",0,0.532858841793217,3
"62",0.689655172413793,2.13155363100159,3
"63",1.37931034482759,1.97655360825155,3
"64",2.06896551724138,4.33761585472937,3
"65",2.75862068965517,2.78302599629059,3
"66",3.44827586206897,3.87172286320212,3
"67",4.13793103448276,5.59232337371175,3
"68",4.82758620689655,5.80475347782193,3
"69",5.51724137931035,8.24905705520137,3
"70",6.20689655172414,7.98320111015576,3
"71",6.89655172413793,10.6283195356399,3
"72",7.58620689655172,13.0862185804871,3
"73",8.27586206896552,8.57788587961246,3
"74",8.96551724137931,16.5177223042051,3
"75",9.6551724137931,17.257147294298,3
"76",10.3448275862069,17.7561169336994,3
"77",11.0344827586207,18.0582783742106,3
"78",11.7241379310345,29.4330565142393,3
"79",12.4137931034483,32.9648636995017,3
"80",13.1034482758621,30.9592566807402,3
"81",13.7931034482759,41.8318351384683,3
